id,ident,type,name,latitude_deg,longitude_deg
14146,7IL3,small_airport,Lutz RLA Restricted Landing Area,40.42839813,-89.60209656
14147,7IL4,heliport,Northwest Community Hospital Heliport,42.06775125,-87.99350582
14148,7IL5,heliport,Amboy Fire Protection District Heliport,41.71580124,-89.334198
14149,7IL6,small_airport,Dr Joseph W Esser Airport,42.13059998,-88.50289917
14150,7IL7,small_airport,Edward Getzelman Airport,42.12670135,-88.53340149
14151,7IL8,small_airport,Cody Port RLA Restricted Landing Area,41.51890183,-88.83760071
14152,7IL9,small_airport,Ambler - Cady Airport,41.54389954,-88.99340057
14153,7IN2,small_airport,Flying Crown Airport,41.50139999,-84.87830353
14154,7IN3,small_airport,Garrett Field,38.24359894,-87.79000092
14155,7IN4,heliport,St Margaret Mercy Heliport,41.61470032,-87.5243988
14156,7IN5,heliport,La Porte Hospital Heliport,41.61059952,-86.72579956
14157,7IN6,small_airport,Myers Farm Airport,38.58190155,-86.25360107
14158,7IN7,small_airport,Gary Johnson Field,40.2358017,-87.35079956
14159,7IN8,seaplane_base,Dewart Lake Seaplane Base,41.37080002,-85.76920319
14160,7IN9,small_airport,The Last Resort Airport,40.03749847,-85.41059875
14161,7IS1,heliport,Sills-Anderson Heliport,42.29859924,-89.24250031
14162,7IS2,small_airport,Aero Estates Airport,38.5245018,-90.05690002
14163,7IS3,small_airport,Hooterville Airport,40.14339828,-89.09179688
14164,7IS4,heliport,Danville Correctional Center Heliport,40.13169861,-87.53610229
14165,7IS5,small_airport,Koppie Airport,42.12139893,-88.37809753
14166,7IS6,heliport,Elmhurst Memorial Hospital Heliport,41.91260421,-87.93784529
14167,7IS7,small_airport,Hammock Field,38.91389847,-89.67009735
14168,7IS8,heliport,Rush-Copley Medical Center Heliport,41.72890091,-88.271698
14169,7IS9,small_airport,King Airport,38.47639847,-90.23619843
14170,7K2,seaplane_base,Skagway Seaplane Base,59.44689941,-135.322998
14171,7K6,small_airport,Wilcox Field,37.08340073,-97.96420288
14172,7K7,small_airport,Graham Field,42.54029846,-96.48500061
14173,7KA,small_airport,Tatitlek Airport,60.871449,-146.690297
14174,7KS0,small_airport,Flying T Airport,39.27140045,-95.31690216
14175,7KS2,small_airport,Cloud Airport,38.84999847,-95.46749878
14176,7KS3,small_airport,Youvan Airport,37.52920151,-94.69609833
14177,7KS4,small_airport,Bent Nail Ranch Airport,39.63330078,-95.43920136
14178,7KS5,small_airport,Croisant Airport,37.7961998,-95.34190369
14179,7KS6,small_airport,Linders Cow-Chip Airport,38.62639999,-94.76940155
14180,7KS7,small_airport,Evans Airport,38.95830154,-100.8000031
14181,7KS8,small_airport,Shaw Aerial Spraying Airport,39.83060074,-100.5810013
14182,7KS9,small_airport,Eagle Field,37.84889984,-97.51000214
14183,7KY2,small_airport,Ryan Field,38.80360031,-84.66110229
14184,7KY3,small_airport,Little Mount International Airport,38.0760994,-85.23670197
14185,7L1,heliport,Carson Sheriff Station Heliport,33.83420181,-118.262001
14186,7L5,heliport,L A County Sheriff's Department Heliport,34.00419998,-117.9369965
14187,7L9,heliport,Pete Antie Municipal Heliport,30.6942997,-91.74639893
14188,7LA0,small_airport,Valverda Strip,30.52510071,-91.53199768
14189,7LA1,small_airport,Birdwin Airport,29.45829964,-89.67590332
14190,7LA2,heliport,Ochsner St Anne General Hospital Heliport,29.70019913,-90.5667038
14191,7LA3,small_airport,Habetz Airport,30.4829998,-93.22879791
14192,7LA4,small_airport,Gladney Airport,30.12520027,-92.21959686
14193,7LA5,heliport,Petroleum Helicopters Cameron Heliport,29.78359985,-93.30020142
14194,7LA6,heliport,Southern Natural Gas County Heliport,29.86490059,-89.83010101
14195,7LA7,seaplane_base,Romere Pass Seaplane Base,29.27630043,-89.24199677
14196,7LA8,heliport,Natchitoches Parish Hospital Heliport,31.75359917,-93.0789032
14198,7LL1,heliport,Vista Medical Center West Heliport,42.35779953,-87.86560059
14199,7LL2,heliport,Vista Medical Center-East Heliport,42.37860107,-87.83260345
14200,7LL3,small_airport,Jasper County Flying Club Airport,38.93170166,-88.15699768
14201,7LL4,small_airport,Bakers Strip,40.11729813,-88.75900269
14202,7LL6,small_airport,Gehant Airport,41.69749832,-89.14430237
14203,7LL7,small_airport,Delhotal Airport,41.73609924,-89.17230225
14204,7LL8,small_airport,Dahler Airport,39.35250092,-89.30090332
14205,7LL9,small_airport,Brammeier Airport,38.26169968,-89.47090149
14206,7LS1,heliport,Phi Venice Heliport,29.26689911,-89.34169769
14207,7LS3,heliport,Lake Palourde Base Heliport,29.69330025,-91.09870148
14208,7LS4,heliport,Petroleum Helicopters-Intracoastal City Heliport,29.79599953,-92.15010071
14209,7LS6,heliport,Avondale Heliport,29.92440033,-90.18920135
14210,7M0,small_airport,Mc Crory/Morton Airport,35.22790146,-91.09320068
14211,7M6,small_airport,Paris Municipal Airport,35.29899979,-93.68170166
14212,7M7,small_airport,Piggott Municipal Airport,36.37820053,-90.16619873
14213,7MA0,heliport,Digital (Boxboro) Heliport,42.49869919,-71.4776001
14214,7MA1,heliport,Digital (Box 2) Heliport,42.49340057,-71.54370117
14215,7MD0,small_airport,Our Domain Airport,39.06669998,-75.73329926
14216,7MD1,small_airport,Magennis Farm Airport,38.70339966,-75.85099792
14217,7MD2,heliport,Nat'l Emergency Training Ctr Heliport,39.68500137,-77.31829834
14218,7MD3,heliport,Frederick Memorial Hospital Heliport,39.42169952,-77.41419983
14219,7MD4,heliport,Allegheny Power-Hagerstown Corp Ctr Heliport,39.5992012,-77.76390076
14220,7MD5,heliport,St. Mary's Hospital Heliport,38.30009842,-76.6371994
14221,7MD6,heliport,65th Street Heliport,38.3893013,-75.07209778
14222,7MD7,small_airport,Boomers Field,38.00040054,-75.58300018
14223,7MD8,small_airport,Kent Fort Manor Airport,38.85649872,-76.36160278
14224,7MD9,small_airport,Tilghman Whipp Airport,38.73609924,-76.3167038
14225,7MI0,heliport,Kamikaze Run Heliport,42.51390076,-83.48940277
14226,7MI1,heliport,Mc Phail Heliport,42.57229996,-83.39440155
14227,7MI2,small_airport,Beckman Airport,42.27780151,-85.89029694
14228,7MI3,small_airport,Thrall Lake Airport,42.11669922,-85.51670074
14229,7MI4,small_airport,Ludington Airport,43.92219925,-82.74859619
14230,7MI5,small_airport,Lada Airport,41.88750076,-83.6765976
14231,7MI6,small_airport,Wightman Airport,43.11029816,-84.12640381
14232,7MI7,small_airport,Walker Airport,42.38059998,-85.57749939
14233,7MI8,small_airport,Letts Field,43.33919907,-83.47609711
14234,7MI9,heliport,A T I Heliport,42.22090149,-83.47660065
14235,7MN0,small_airport,Johnson Private Airport,44.79999924,-95.39530182
14236,7MN1,heliport,Regions Hospital Heliport,44.95690155,-93.09470367
14237,7MN2,seaplane_base,Eagles Nest Seaplane Base,47.82849884,-92.09970093
14238,7MN3,small_airport,Caldbeck Field,43.7052002,-92.46070099
14239,7MN4,small_airport,Mille Lacs Lake Resort Airport,46.31940079,-93.83080292
14240,7MN5,seaplane_base,White Bear Lake Seaplane Base,45.09159851,-92.99909973
14241,7MN6,small_airport,Johnson Airport,48.34280014,-96.88089752
14242,7MN7,heliport,Bridges Medical Center Hospital Heliport,47.2983017,-96.53029633
14243,7MN8,small_airport,Willis Airport,48.06999969,-96.27890015
14244,7MN9,heliport,Mandarin Yen So Heliport,44.85689926,-93.30989838
14245,7MO,small_airport,Princeton-Kauffman Memorial Airport,40.42079926,-93.59880066
14246,7MO0,heliport,Truman Medical Center East Heliport,38.97499847,-94.3946991
14247,7MO1,small_airport,Wood Acres Airport,39.47230148,-91.71130371
14248,7MO2,small_airport,Bevill Airport,39.84999847,-91.73349762
14249,7MO3,small_airport,B S Ranch Airport,36.60010147,-94.35019684
14250,7MO4,small_airport,Flintlock Field,39.43190002,-94.8030014
14251,7MO5,small_airport,Elton Field,39.33470154,-94.81269836
14252,7MO6,small_airport,Mac's Field,39.48329926,-94.46690369
14253,7MO7,small_airport,Kimray Airport,39.56669998,-94.41470337
14254,7MO8,small_airport,Clark Airport,39.52920151,-94.45020294
14255,7MS1,small_airport,Eagle Crest Estates Airport,32.60689926,-89.98329926
14256,7N0,heliport,New Orleans Downtown Heliport,29.95269966,-90.08270264
14257,7N2,seaplane_base,Peekskill Seaplane Base,41.2458992,-73.96209717
14258,7N3,seaplane_base,Sands Point Seaplane Base,40.83760071,-73.71620178
14259,7N4,small_airport,Honey Acres Airport,42.07780075,-83.98609924
14260,7N6,small_airport,Grenora Centennial Airport,48.62559891,-103.9300003
14261,7N7,small_airport,Spitfire Aerodrome,39.73559952,-75.39769745
14262,7N8,small_airport,Butter Valley Golf Port Airport,40.39820099,-75.56430054
14263,7NA0,small_airport,Downs Farm Private Airport,47.35749817,-97.02809906
14264,7NA2,small_airport,Undlin Airstrip,48.68780136,-101.3499985
14265,7NA3,small_airport,Hiam Private Airport,46.34999847,-97.69429779
14266,7NA4,small_airport,Ingebretson Airspray Airport,47.51720047,-97.33370209
14267,7NA9,small_airport,Sjule Private Airstrip,48.92829895,-100.5780029
14268,7NC0,small_airport,Pamlico Airport,35.15850067,-76.76270294
14269,7NC1,small_airport,Stag Air Park,34.5279007,-77.85030365
14270,7NC2,small_airport,Pine Island Airport,36.25350189,-75.78849792
14271,7NC4,heliport,Catawba Valley Medical Center Heliport,35.71302795,-81.26674652
14272,7NC5,small_airport,Crooked Creek Airport,35.93379974,-78.24669647
14273,7NC6,small_airport,Kimrey Airport,36.05540085,-79.3266983
14274,7NC7,small_airport,Lewis Airstrip,36.34680176,-80.17369843
14275,7NC8,small_airport,Fish Airpark,35.53490067,-78.6964035
14276,7NC9,small_airport,Spencer Field,35.72740173,-79.91110229
14277,7ND1,small_airport,Wolberg's Private Airport,47.03609848,-102.7779999
14278,7ND2,small_airport,Kelly's Field,48.37279892,-97.32009888
14279,7ND5,small_airport,Buchmiller Airport,47.35969925,-99.62259674
14280,7ND7,small_airport,Haugen's Airport,47.68249893,-103.7279968
14281,7ND8,small_airport,Forest Airport,48.85219955,-98.74819946
14282,7NE2,small_airport,Plainsview Ranch Airport,42.25830078,-103.5299988
14283,7NE5,small_airport,Lierley Farms Airport,41.06669998,-101.3679962
14284,7NE6,small_airport,Merchant Homestead Airport,41.01110077,-97.81140137
14285,7NJ0,heliport,Indian Mills Heliport,39.80149841,-74.75959778
14286,7NJ1,heliport,New Freedom Switching Station Heliport,39.73899841,-74.96679688
14287,7NJ2,small_airport,Stoe Creek Farm Airport,39.48130035,-75.40529633
14288,7NJ3,heliport,Newton Memorial Hospital Heliport,41.05720139,-74.76999664
14289,7NJ4,heliport,Society Hill At North Brunswick Heliport,40.44229889,-74.50460052
14290,7NJ5,heliport,Morristown Memorial Hospital Heliport,40.78839874,-74.46630096
14291,7NJ6,heliport,Lebanon Twnshp Mun Building Heliport,40.71760178,-74.89209747
14292,7NJ7,small_airport,Coombs Airport,39.56060028,-75.21859741
14293,7NJ8,heliport,Merck & County Heliport,40.6094017,-74.26000214
14294,7NJ9,small_airport,Dave's Aerodrome,39.31819916,-75.20629883
14295,7NK0,small_airport,Valley View Airport,42.64759827,-74.38739777
14296,7NK1,small_airport,Deer Run Air Field,42.94309998,-75.75360107
14297,7NK2,heliport,Saratoga Hospital Heliport,43.08610153,-73.80200195
14298,7NK4,small_airport,Ridge Road West Airport,43.22259903,-77.81060028
14299,7NK5,heliport,Cantagree Farm H Heliport,41.86470032,-73.67939758
14300,7NK6,small_airport,Blueberry Field,42.29169846,-75.0667038
14301,7NK7,small_airport,Morin Airport,42.7132988,-75.88999939
14302,7NK8,heliport,Westchester Medical Center Heliport,41.0821991,-73.80329895
14303,7NY0,small_airport,Campis Airport,41.6833992,-75.01629639
14304,7NY1,small_airport,Gar Field,42.76340103,-74.27850342
14305,7NY2,small_airport,Butterville Airport,43.84339905,-76.09470367
14306,7NY3,heliport,North Shore University Hospital Heliport,40.7779007,-73.70510101
14307,7NY4,small_airport,Culver Airfield,42.42509842,-76.71499634
14308,7NY5,heliport,State Police Troop K Heliport,41.78340149,-73.75430298
14309,7NY6,small_airport,Sherwood Farm Airport,42.89369965,-73.50789642
14310,7NY7,heliport,Ibm Customer Executive Education Center Heliport,41.01869965,-73.91760254
14311,7NY8,small_airport,Shaw Field,43.19229889,-73.62979889
14312,7OA7,small_airport,Skydive Greene County Inc Airport,39.67919922,-83.8707962
14313,7OH1,small_airport,Rauhaus Field,41.20999908,-81.97360229
14314,7OH2,small_airport,Canal Fulton Airport,40.90029907,-81.53369904
14315,7OH3,small_airport,Obi One Airport,40.35279846,-83.0510025
14316,7OH4,heliport,Meigs Mine 2 Heliport,39.12509918,-82.28320313
14317,7OH5,small_airport,Mahoning County Joint Vocational School Airport,41.03419876,-80.78170013
14318,7OH6,heliport,Karam Heliport,41.14580154,-81.51860046
14319,7OH7,small_airport,Hydebrook Airport,39.78010178,-83.89990234
14320,7OH8,small_airport,Curtis Airport,41.63779831,-81.10140228
14321,7OH9,heliport,Cleveland Police Department 6th District Heliport,41.54999924,-81.5664978
14322,7OI0,small_airport,Christy's Airport,41.33420181,-84.16359711
14323,7OI1,small_airport,Blevins Airport,41.20729828,-84.2696991
14324,7OI4,heliport,The Farm Heliport,39.86259842,-84.04160309
14325,7OI5,small_airport,Bea-D Airport,41.52059937,-83.27519989
14326,7OI7,small_airport,Southcreek Airport,41.29949951,-83.01129913
14327,7OI9,small_airport,Massengill Airport,40.06900024,-82.13600159
14328,7OK0,small_airport,Dennis Ranch Airport,34.03179932,-97.67780304
14329,7OK1,small_airport,Meadowlark Field,35.62039948,-95.74420166
14330,7OK2,small_airport,Scott Airport,34.97639847,-99.49980164
14331,7OK3,heliport,Integris Mayes County Medical Center Heliport,36.21680069,-95.33360291
14332,7OK4,small_airport,Martin Farms Airport,35.15010071,-97.86699677
14333,7OK5,heliport,Atrium Heliport,35.53340149,-97.57920074
14334,7OK6,heliport,Norman Regional Hospital Heliport,35.22919846,-97.43969727
14335,7OK7,heliport,City of Faith Heliport,36.04290009,-95.95330048
14336,7OK8,small_airport,Myers Airport,35.98920059,-97.57309723
14337,7OK9,heliport,St John Heliport,36.13430023,-95.96640015
14338,7OR0,small_airport,Minam Lodge Airport,45.35820007,-117.6340027
14339,7OR1,small_airport,Arnold Airstrip,43.41930008,-118.5759964
14340,7OR2,small_airport,Basl Hill Farms Airport,44.82289886,-122.6800003
14341,7OR3,small_airport,Honald Ranch Airport,45.5904007,-121.2139969
14342,7OR4,small_airport,Pineridge Ranch Airport,44.30960083,-121.4430008
14343,7OR5,heliport,Emanuel Hospital Heliport,45.5430206,-122.6705128
14344,7OR6,small_airport,Green Acres Air Park,45.63679886,-121.5910034
14345,7OR7,small_airport,Hollin Airport,45.05400085,-122.9069977
14346,7OR8,small_airport,Inshallah International Airport,44.0904007,-119.2900009
14347,7OR9,small_airport,Parson Landing Airport,45.32429886,-122.4720001
14348,7P5,small_airport,Piso Airport,45.06529999,-88.42649841
14349,7PA0,small_airport,Manor Knoll Personal Use Airport,40.02090073,-76.42389679
14350,7PA1,small_airport,Warren Airpark,41.86589813,-79.20619965
14351,7PA2,heliport,State Park Heliport,40.80390167,-75.29699707
14352,7PA3,small_airport,Charles G. Kalko Airport,41.70560074,-75.28800201
14353,7PA4,small_airport,Orson Field,41.84230042,-75.43630219
14354,7PA5,small_airport,Fauser Ultralightport,41.10290146,-76.80549622
14355,7PA6,small_airport,Stott Private Airport,40.24539948,-74.99130249
14356,7PA7,heliport,One Montgomery Plaza Heliport,40.1167984,-75.33300018
14357,7PA8,heliport,Shadyside Health Edu & Research Corp. Heliport,40.45510101,-79.94029999
14358,7PA9,heliport,Caterpillar Pbp Heliport,39.98260117,-76.6733017
14359,7PN0,small_airport,Tidmore Airport,40.70500183,-76.23639679
14360,7PN2,heliport,Pq-Lafayette Hill Heliport,40.07509995,-75.28299713
14361,7PN3,heliport,Suburban General Hospital Heliport,40.15010071,-75.34960175
14362,7PN4,heliport,Knorr Farm Heliport,40.39599991,-75.83450317
14363,7PN5,heliport,Letterkenny Army Depot Helipad Heliport,40.00722222,-77.64527778
14364,7PN6,heliport,Hagan Heliport,39.8246994,-76.62999725
14365,7PN7,heliport,York Hospital Alternate Heliport,39.94390106,-76.74230194
14366,7PS0,heliport,B S Corporation Steelton Plant Heliport,40.23059845,-76.83660126
14367,7PS1,heliport,St. Vincent Outpatient Center Heliport,41.90620041,-79.84670258
14368,7PS2,heliport,Braehead Heliport,39.98789978,-75.49099731
14369,7PS4,small_airport,Sky Classics Field,40.39789963,-76.59889984
14370,7PS5,heliport,Muncy Valley Hospital Heliport,41.21060181,-76.77330017
14371,7PS6,heliport,Allegheny Valley Hospital Heliport,40.61899948,-79.7378006
14372,7PS7,small_airport,Lenzner Farm Airport,40.5387001,-80.11730194
14373,7PS8,heliport,Bucktail Medical Center Heliport,41.32780075,-77.7358017
14374,7PS9,heliport,Elk Regional Medical Center Heliport,41.42620087,-78.57859802
14375,7Q7,small_airport,White River Municipal Airport,43.56169891,-100.7419968
14376,7R9,small_airport,Bailes Airport,29.16670036,-95.40090179
14377,7S3,small_airport,Stark's Twin Oaks Airpark,45.42850113,-122.9420013
14378,7S4,small_airport,Wisdom Airport,45.59159851,-113.4589996
14379,7S8,small_airport,Ross International Airport,48.99860001,-111.9779968
14380,7T0,small_airport,Freedom Field,33.59339905,-97.21929932
14381,7T3,small_airport,Goliad County Industrial Airpark,28.60849953,-97.60949707
14382,7TA0,small_airport,Field's Field,30.09219933,-95.6516037
14383,7TA1,heliport,Navasota Regional Hospital Heliport,30.39240074,-96.07749939
14384,7TA2,heliport,Club House Nr 1 Heliport,29.56329918,-95.24970245
14385,7TA3,small_airport,Quarterway Airport,34.18090057,-101.836998
14386,7TA4,heliport,Mother Frances Hospital Heliport,32.34209824,-95.29219818
14387,7TA5,small_airport,Weber Ranch Airport,30.58709908,-96.63410187
14388,7TA6,heliport,Phi Heliport,28.43969917,-96.43499756
14389,7TA7,small_airport,Flying M Ranch Airport,31.83989906,-94.96130371
14390,7TA8,small_airport,John Henry Key Airport,29.85969925,-98.74140167
14391,7TA9,heliport,Angelo Community Hospital Heliport,31.41880035,-100.4710007
14392,7TE0,small_airport,Kelley Crop Service Airport,29.91379929,-94.20819855
14393,7TE1,small_airport,Zachry Ranch Airport,27.07250023,-98.93859863
